grid_id,district,elevation_mean,slope_mean,builtup_percent,vegetation_percent,water_percent,cropland_percent,bare_percent,elevation_susceptibility,slope_susceptibility,builtup_susceptibility,bare_susceptibility,vegetation_protection,susceptibility_raw,susceptibility_score,susceptibility_category,dominant_driver,latitude,longitude,historical_flooded_area_percent,historical_mean_flood_duration,population,historical_flood_days_2015_2023,vulnerability_score,date,rainfall_24h,rainfall_3day,rainfall_7day,temporal_risk_score,flood_event,temporal_risk_index,hyperlocal_risk_score,hyperlocal_risk_category,action_priority,risk_explanation
NCR_0012,SONIPAT,224.72182388158663,0.9604750781962452,0.0,12.225821378991208,0.0,87.77417862100879,0.0,0.7151185468550839,0.1979045905937531,0.0,0.0,0.122258213789912,0.3035072859521053,35.671505344985434,Low,Lower elevation,29.114393407551077,76.48910819632538,0.905127272,6.0,1771137,4.0,17.513083599902178,2023-07-18,14.2,28.40000000000001,64.79999999999998,0.0064575845634766,0,0.64575845634766,17.186155983335947,Very Low,Routine Monitoring,Lower elevation; Elevated 24-hour rainfall
NCR_0013,SONIPAT,225.24663655752755,1.0902936216011303,0.0,11.884904086738947,0.0208507089241034,88.0629691409508,0.0312760633861551,0.7115986568156824,0.2341798389459419,0.0,0.0003127606338615,0.1188490408673894,0.3078971725131184,36.26167041049009,Low,Lower elevation,29.123646965694416,76.48976091973915,0.905127272,6.0,1771137,4.0,17.513083599902178,2023-07-18,14.2,28.40000000000001,64.79999999999998,0.0064575845634766,0,0.64575845634766,17.422222009537812,Very Low,Routine Monitoring,Lower elevation; Elevated 24-hour rainfall
NCR_0014,SONIPAT,224.9668282459325,1.1795573134741657,0.0130753138075313,8.747384937238493,0.0,90.89958158995816,0.3399581589958159,0.7134753159248767,0.2591228286498748,0.0001307531380753,0.0033995815899581,0.0874738493723849,0.3157203707511139,37.313401072869,Low,Lower elevation,29.13226963535874,76.49055168528855,0.905127272,6.0,1771137,4.0,17.513083599902178,2023-07-18,14.2,28.40000000000001,64.79999999999998,0.0064575845634766,0,0.64575845634766,17.842914274489374,Very Low,Routine Monitoring,Lower elevation; Elevated 24-hour rainfall
NCR_0015,SONIPAT,224.3559143759988,2.301424530893564,0.0,28.667953667953665,0.0482625482625482,71.28378378378379,0.0,0.717572681983836,0.5726066412292747,0.0,0.0,0.2866795366795366,0.3442521153099719,41.14913547340777,Moderate,Lower elevation,29.13963855086464,76.49237667645853,0.905127272,6.0,1771137,4.0,17.513083599902178,2023-07-18,14.2,28.40000000000001,64.79999999999998,0.0064575845634766,0,0.64575845634766,19.37720803470488,Very Low,Routine Monitoring,Lower elevation; Elevated 24-hour rainfall
NCR_0016,SONIPAT,226.7313397551236,1.0285266571971652,0.0,0.0,0.0,100.0,0.0,0.7016408333173905,0.2169202709755442,0.0,0.0,0.0,0.3131943739732878,36.97381255887645,Low,Lower elevation,29.189747175210886,76.4938923935757,0.905127272,6.0,1771137,4.0,17.513083599902178,2023-07-18,14.2,28.40000000000001,64.79999999999998,0.0064575845634766,0,0.64575845634766,17.707078868892353,Very Low,Routine Monitoring,Lower elevation; Elevated 24-hour rainfall
NCR_0017,SONIPAT,226.730160346398,0.9660421423345374,0.0,0.3133159268929504,0.0,99.68668407310705,0.0,0.7016487435474894,0.1994601975888129,0.0,0.0,0.0031331592689295,0.3102652111304247,36.58002343539779,Low,Lower elevation,29.196312012177327,76.4937209153178,0.905127272,6.0,1771137,4.0,17.513083599902178,2023-07-18,14.2,28.40000000000001,64.79999999999998,0.0064575845634766,0,0.64575845634766,17.54956321950089,Very Low,Routine Monitoring,Lower elevation; Elevated 24-hour rainfall
NCR_0018,SONIPAT,226.11483655222847,0.7662027109668504,0.0,1.5463917525773196,0.0,97.95876288659794,0.4948453608247422,0.7057756867281599,0.1436189840511308,0.0,0.0049484536082474,0.0154639175257731,0.3025541532267686,35.54336863132212,Low,Lower elevation,29.2054765933822,76.49267200193684,0.905127272,6.0,1771137,4.0,17.513083599902178,2023-07-18,14.2,28.40000000000001,64.79999999999998,0.0064575845634766,0,0.64575845634766,17.13490129787062,Very Low,Routine Monitoring,Lower elevation; Elevated 24-hour rainfall
NCR_0019,SONIPAT,225.9814281093777,0.5430949248923015,0.0,1.4889867841409692,0.0,98.5022026431718,0.0088105726872246,0.7066704498897411,0.0812758846996038,0.0,8.8105726872246e-05,0.0148898678414096,0.2933749811630397,34.30934433320473,Low,Lower elevation,29.21441912477272,76.49021970181538,0.905127272,6.0,1771137,4.0,17.513083599902178,2023-07-18,14.2,28.40000000000001,64.79999999999998,0.0064575845634766,0,0.64575845634766,16.641291578623665,Very Low,Routine Monitoring,Lower elevation; Elevated 24-hour rainfall
NCR_0020,SONIPAT,226.2166146238336,0.484381988284672,0.0,0.8095952023988006,0.0,99.18290854572712,0.0074962518740629,0.7050930667441251,0.0648697049577355,0.0,7.4962518740629e-05,0.008095952023988,0.2909618353648485,33.9849272148423,Low,Lower elevation,29.222952680759324,76.4897481450288,0.905127272,6.0,1771137,4.0,17.513083599902178,2023-07-18,14.2,28.40000000000001,64.79999999999998,0.0064575845634766,0,0.64575845634766,16.511524731278694,Very Low,Routine Monitoring,Lower elevation; Elevated 24-hour rainfall
NCR_0021,SONIPAT,227.3250344775972,0.6071603491255599,0.0,0.2243158366980708,0.0,99.77568416330192,0.0,0.6976589551427952,0.0991777122343775,0.0,0.0,0.0022431583669807,0.2937159230555766,34.35517968488085,Low,Lower elevation,29.23197528030781,76.48987876954678,0.905127272,6.0,1771137,4.0,17.513083599902178,2023-07-18,14.2,28.40000000000001,64.79999999999998,0.0064575845634766,0,0.64575845634766,16.659625719294112,Very Low,Routine Monitoring,Lower elevation; Elevated 24-hour rainfall
NCR_0022,SONIPAT,227.14378437419515,0.6747656181966374,0.0,0.068760027504011,0.0,99.931239972496,0.0,0.6988745897165248,0.1180686800510569,0.0,0.0,0.0006876002750401,0.2971913778667645,34.82241089639303,Low,Lower elevation,29.23805198050037,76.48928795999655,0.905127272,6.0,1771137,4.0,17.513083599902178,2023-07-18,14.2,28.40000000000001,64.79999999999998,0.0064575845634766,0,0.64575845634766,16.846518203898988,Very Low,Routine Monitoring,Lower elevation; Elevated 24-hour rainfall
NCR_0023,SONIPAT,222.5424736211662,1.3743408645598658,0.0394632991318074,14.64088397790055,0.3551696921862667,84.0568271507498,0.9076558800315706,0.729735330377448,0.3135512755052502,0.000394632991318,0.0090765588003157,0.1464088397790055,0.3248581573362774,38.54186161362523,Low,Lower elevation,29.081725555708204,76.49994576025475,0.905127272,6.0,1771137,4.0,17.513083599902178,2023-07-18,14.2,28.40000000000001,64.79999999999998,0.0064575845634766,0,0.64575845634766,18.334298490791866,Very Low,Routine Monitoring,Lower elevation; Elevated 24-hour rainfall
NCR_0024,SONIPAT,222.3264529348088,0.4408244718055578,0.0,3.1559963931469794,1.901112113014728,94.35677787796811,0.5861136158701533,0.731184169357663,0.052698410422744,0.0,0.0058611361587015,0.0315599639314697,0.2975154897212649,34.86598366101544,Low,Lower elevation,29.087512669193675,76.49808501153214,0.905127272,6.0,1771137,4.0,17.513083599902178,2023-07-18,14.2,28.40000000000001,64.79999999999998,0.0064575845634766,0,0.64575845634766,16.86394730974795,Very Low,Routine Monitoring,Lower elevation; Elevated 24-hour rainfall
NCR_0025,SONIPAT,222.31084661808544,0.3933396623305898,0.0,4.103024857741839,0.5016471997604073,95.08086253369272,0.3144654088050315,0.7312888400741007,0.0394297108095575,0.0,0.0031446540880503,0.0410302485774183,0.2944842004977346,34.45846492942536,Low,Lower elevation,29.096520591253668,76.49819866738552,0.905127272,6.0,1771137,4.0,17.513083599902178,2023-07-18,14.2,28.40000000000001,64.79999999999998,0.0064575845634766,0,0.64575845634766,16.700939817111916,Very Low,Routine Monitoring,Lower elevation; Elevated 24-hour rainfall
NCR_0026,SONIPAT,222.4574810620798,0.4175654250326978,0.0,3.030757689422356,1.627906976744186,95.04126031507876,0.3000750187546886,0.7303053708430581,0.0461991255286807,0.0,0.0030007501875468,0.0303075768942235,0.2961712969864804,34.68527384486203,Low,Lower elevation,29.105543326321367,76.49832935404815,0.905127272,6.0,1771137,4.0,17.513083599902178,2023-07-18,14.2,28.40000000000001,64.79999999999998,0.0064575845634766,0,0.64575845634766,16.791663383286586,Very Low,Routine Monitoring,Lower elevation; Elevated 24-hour rainfall
NCR_0027,SONIPAT,224.14210218089497,0.5654666383786835,0.0,0.7259392306540937,0.0,99.27406076934592,0.0,0.7190067087334743,0.0875272216927438,0.0,0.0,0.0072593923065409,0.3000058275166472,35.20077827306604,Low,Lower elevation,29.11456604870604,76.49846010048842,0.905127272,6.0,1771137,4.0,17.513083599902178,2023-07-18,14.2,28.40000000000001,64.79999999999998,0.0064575845634766,0,0.64575845634766,16.99786515456819,Very Low,Routine Monitoring,Lower elevation; Elevated 24-hour rainfall
NCR_0028,SONIPAT,224.2839771143393,0.7379174833570937,3.084524968181478,12.966983604102715,0.8984053305382945,80.87145317062215,2.1786329265553643,0.7180551612805166,0.1357152314027746,0.0308452496818147,0.0217863292655536,0.1296698360410271,0.3049552569863423,35.866166848965634,Low,Lower elevation,29.123588758405056,76.49859090672841,0.905127272,6.0,1771137,4.0,17.513083599902178,2023-07-18,14.2,28.40000000000001,64.79999999999998,0.0064575845634766,0,0.64575845634766,17.264020584928026,Very Low,Routine Monitoring,Lower elevation; Elevated 24-hour rainfall
